bits,v_ind,r_density,r_naive_p,left_ind,right_ind,left_cnt,right_cnt,density,naive_p
8,51735154,53293336,53293336,420602,420622,10,10,3.4405273010102716e-01,8.2979846290073789e-01
4,54302287,8784130,8784130,441473,441493,10,10,6.8306068087432992e-01,1.0324771020760593e-02
8,55385302,64022393,64022393,450278,450298,10,10,2.8925139355826490e-01,9.5247525173925607e-01
4,56678401,6976,6976,460791,460811,10,10,2.1692056862134796e+00,3.6810967777976031e-24
8,57405085,24496958,24496958,466699,466719,10,10,5.0518805183080473e-01,2.1689691418602841e-01
8,57704959,36656795,36656795,469137,469157,10,10,4.2855732565141191e-01,4.9517492634819799e-01
4,58525861,6085539,6085539,475811,475831,10,10,7.4597052444312506e-01,2.6076077095136792e-03
4,58713682,13311564,13311564,477338,477358,10,10,6.1204536356591133e-01,4.1095893923187160e-02
8,59235571,10182515,10182515,481581,481601,10,10,6.5787530440108299e-01,1.7232068978844359e-02
4,59458816,1174546,1174546,483396,483416,10,10,1.0427310440646755e+00,9.5425507462092258e-07
4,60596812,12955271,12955271,492648,492668,10,10,6.1670977094273560e-01,3.7764223591258000e-02
8,62474899,14495299,14495299,507917,507937,10,10,5.9740488921578661e-01,5.3263093193563781e-02
