bits,v_ind,r_density,r_naive_p,left_ind,right_ind,left_cnt,right_cnt,density,naive_p
3,53319520,2497,2497,433443,433543,50,50,1.4897445838582466e+00,4.7630274623646409e-55
3,53319643,2541,2541,433444,433544,50,50,1.4878098303038894e+00,6.5626721640253814e-55
3,53319766,2558,2558,433445,433545,50,50,1.4868943976813263e+00,7.6368984136999990e-55
3,53319889,2347,2347,433446,433546,50,50,1.4976114624043937e+00,1.2916593779744799e-55
3,53320012,2255,2255,433447,433547,50,50,1.5019120449927261e+00,6.3216232004112340e-56
3,53320135,2335,2335,433448,433548,50,50,1.4982086109536898e+00,1.1697159244874618e-55
3,53320258,2206,2206,433449,433549,50,50,1.5040706240781272e+00,4.4150721664192306e-56
3,53320381,2234,2234,433450,433550,50,50,1.5028479711429958e+00,5.4106281664721101e-56
3,53320504,2068,2068,433451,433551,50,50,1.5110714218019774e+00,1.3763775035831521e-56
3,53320627,2407,2407,433452,433552,50,50,1.4946966639345782e+00,2.0954199698984231e-55
3,53320750,2394,2394,433453,433553,50,50,1.4951949611779973e+00,1.9291287622226744e-55
3,53320873,3001,3001,433454,433554,50,50,1.4686148947256250e+00,1.5635326432439151e-53
3,53320996,3638,3638,433455,433555,50,50,1.4467000064045732e+00,5.7182958475607276e-52
3,53321119,3732,3732,433456,433556,50,50,1.4439654317834940e+00,8.9461018774724033e-52
3,53321242,3533,3533,433457,433557,50,50,1.4499059357798028e+00,3.3822135892808828e-52
3,53321365,3428,3428,433458,433558,50,50,1.4533344176675864e+00,1.9278390273496586e-52
3,53321488,3866,3866,433459,433559,50,50,1.4405138327219975e+00,1.5730599871124139e-51
3,53321611,4647,4647,433460,433560,50,50,1.4188804655043465e+00,5.3375970703718991e-50
3,1883012,4942,4942,15260,15360,50,50,1.4118261541747905e+00,1.6761218361116852e-49
3,3553967,4643,4643,28845,28945,50,50,1.4189763944884852e+00,5.2550937398232464e-50
3,3554090,4710,4710,28846,28946,50,50,1.4171429567774396e+00,7.0769844676488281e-50
3,3554213,4202,4202,28847,28947,50,50,1.4314958861303171e+00,6.8545166830248699e-51
3,3554336,4124,4124,28848,28948,50,50,1.4332029902513630e+00,5.1891960232287026e-51
3,3554459,4588,4588,28849,28949,50,50,1.4204161618985214e+00,4.1592821115917092e-50
3,3554582,4611,4611,28850,28950,50,50,1.4198798500798750e+00,4.5379040975267398e-50
3,3554705,4033,4033,28851,28951,50,50,1.4359526653986456e+00,3.3133910576922709e-51
3,3554828,4382,4382,28852,28952,50,50,1.4262698719569726e+00,1.6056105300346869e-50
3,3554951,3779,3779,28853,28953,50,50,1.4428371996554963e+00,1.0759226819647493e-51
3,3555074,3834,3834,28854,28954,50,50,1.4412202965841086e+00,1.4015112707016655e-51
3,3555197,4708,4708,28855,28955,50,50,1.4172240300246228e+00,6.9844729018057840e-50
3,3555320,4438,4438,28856,28956,50,50,1.4246724954316612e+00,2.0821694060979367e-50
3,3555443,4617,4617,28857,28957,50,50,1.4196760122569754e+00,4.6906660616164584e-50
3,15985454,4959,4959,129912,130014,50,50,1.4114464751199647e+00,1.7824721614737352e-49
3,15985700,4335,4335,129914,130016,50,50,1.4275132742261527e+00,1.3114145868357626e-50
3,15985823,4694,4694,129915,130017,50,50,1.4174701806284336e+00,6.7109247700441225e-50
3,15985946,4698,4698,129916,130018,50,50,1.4173870538038928e+00,6.8020866882989343e-50
3,15986069,4728,4728,129917,130019,50,50,1.4168836181821829e+00,7.3812052780451872e-50
3,15986192,4713,4713,129918,130020,50,50,1.4170783970585457e+00,7.1515266165024051e-50
3,15986315,4146,4146,129919,130021,50,50,1.4325489075253932e+00,5.7732668529840888e-51
3,15986438,4093,4093,129920,130022,50,50,1.4344026730816608e+00,4.2669381070007410e-51
