bits,v_ind,r_density,r_naive_p,left_ind,right_ind,left_cnt,right_cnt,density,naive_p
3,53320993,4799,4799,433470,433540,35,35,1.5874307524129025e+00,2.1953929827738149e-44
3,63300352,4685,4685,514603,514673,35,35,1.5906349763415608e+00,1.4962204916687316e-44
3,63300475,3682,3682,514604,514674,35,35,1.6267105704407325e+00,1.9585163290214533e-46
3,63300598,3002,3002,514605,514675,35,35,1.6592676990088278e+00,3.8002280700727672e-48
3,63300721,3035,3035,514606,514676,35,35,1.6573276577467797e+00,4.8101815232908380e-48
3,63300844,3175,3175,514607,514677,35,35,1.6504667079234587e+00,1.1061074298531006e-47
3,63300967,3349,3349,514608,514678,35,35,1.6425432017241623e+00,2.8893044906744107e-47
3,63301090,2632,2632,514609,514679,35,35,1.6778823444818978e+00,3.9415964983195412e-49
3,63301213,2662,2662,514610,514680,35,35,1.6765978489025648e+00,4.6100106338218252e-49
3,63301336,2401,2401,514611,514681,35,35,1.6906669531127585e+00,8.2720799162799708e-50
3,63301459,2333,2333,514612,514682,35,35,1.6944890658686853e+00,5.1828221732866090e-50
3,63301582,2282,2282,514613,514683,35,35,1.6983407885363815e+00,3.2343732394326625e-50
3,63301705,2144,2144,514614,514684,35,35,1.7061288560140604e+00,1.2452803204011785e-50
3,63301828,1978,1978,514615,514685,35,35,1.7157076968186400e+00,3.8421196577101104e-51
3,63301951,1842,1842,514616,514686,35,35,1.7243696254569545e+00,1.3241967945120813e-51
3,63302074,1704,1704,514617,514687,35,35,1.7328445846598963e+00,4.6621407384281743e-52
3,63302197,1587,1587,514618,514688,35,35,1.7419418020692572e+00,1.5175052127596118e-52
3,63302320,1452,1452,514619,514689,35,35,1.7534076462248651e+00,3.6778127995701484e-53
3,63302443,1595,1595,514620,514690,35,35,1.7411556681273510e+00,1.6721915458179100e-52
3,63302566,1578,1578,514621,514691,35,35,1.7425902127134014e+00,1.4007320181175078e-52
3,63302689,1604,1604,514622,514692,35,35,1.7396980132485882e+00,2.0018679351692417e-52
3,63302812,1651,1651,514623,514693,35,35,1.7360600138654803e+00,3.1360838437714637e-52
3,63302935,1918,1918,514624,514694,35,35,1.7189673278560818e+00,2.5737672253904929e-51
3,63303058,1922,1922,514625,514695,35,35,1.7187908657630653e+00,2.6302178517121789e-51
3,63303181,2418,2418,514626,514696,35,35,1.6894504617278212e+00,9.5986068312098369e-50
3,63303304,3024,3024,514627,514697,35,35,1.6577985185131126e+00,4.5428018191667570e-48
3,63303427,3205,3205,514628,514698,35,35,1.6492187766963537e+00,1.2868241280224545e-47
3,63303550,3726,3726,514629,514699,35,35,1.6249354072790487e+00,2.4262633965144479e-46
3,63303673,4433,4433,514630,514700,35,35,1.5980066753970588e+00,6.1864607094380864e-45
3,70800277,4721,4721,575577,575649,35,35,1.5896279614063542e+00,1.6878784476922411e-44
3,70800400,4806,4806,575578,575650,35,35,1.5872188876784736e+00,2.2517393760745657e-44
3,70800523,4171,4171,575579,575651,35,35,1.6073616314771317e+00,2.0127025305699730e-45
3,70800646,3348,3348,575580,575652,35,35,1.6425575366829566e+00,2.8842939955554582e-47
3,70800769,2831,2831,575581,575653,35,35,1.6676233235382125e+00,1.3756853856862820e-48
3,70800892,2584,2584,575582,575654,35,35,1.6803980765912443e+00,2.8998954459447141e-49
3,70801015,3155,3155,575583,575655,35,35,1.6514612938026270e+00,9.8040489059335387e-48
3,70801138,3281,3281,575584,575656,35,35,1.6458299426119327e+00,1.9404575459731668e-47
3,70801261,3331,3331,575585,575657,35,35,1.6433718271095170e+00,2.6134685506063758e-47
3,70801384,3146,3146,575586,575658,35,35,1.6518024885733920e+00,9.4065382685990332e-48
